Type,Menu,Menu group,Subgroup,"Item, open item",Size modifier,"Modifiers, special requests",Sales Category,Qty sold
menuItem,PATIO DRINKS,Classic Cocktails,,Lemon Drop,,,Liquor,3
menuItem,PATIO DRINKS,Classic Cocktails,,Manhattan,,,Liquor,3
menuItem,PATIO DRINKS,Classic Cocktails,,Martini,,,Liquor,5
menuItem,PATIO DRINKS,Classic Cocktails,,Mojito,,,Liquor,12
menuItem,PATIO DRINKS,Classic Cocktails,,Moscow Mule,,,Liquor,8
menuItem,PATIO DRINKS,Classic Cocktails,,Negroni,,,Liquor,14
menuItem,PATIO DRINKS,Classic Cocktails,,Old Fashioned,,,Liquor,22
menuItem,PATIO DRINKS,Classic Cocktails,,Paper Plane,,,Liquor,3
menuItem,PATIO DRINKS,Classic Cocktails,,Sour,,,Liquor,4
menuItem,PATIO DRINKS,Classic Cocktails,,White Russian,,,Liquor,1
menuItem,PATIO DRINKS,Classic Cocktails,,Paloma,,,Liquor,19
menuItem,PATIO DRINKS,Classic Cocktails,,Pisco Sour,,,Liquor,3
,PATIO DRINKS,Tequila,,,,,,291
,PATIO DRINKS,Tequila,Blanco,,,,,229
menuItem,PATIO DRINKS,Tequila,Blanco,Well Tequila Gran Clásico Blanco,,,Liquor,147
menuItem,PATIO DRINKS,Tequila,Blanco,Arette Suave Blanco,,,Liquor,12
menuItem,PATIO DRINKS,Tequila,Blanco,ArteNOM Blanco,,,Liquor,1
menuItem,PATIO DRINKS,Tequila,Blanco,Calle 23 Blanco,,,Liquor,2
menuItem,PATIO DRINKS,Tequila,Blanco,Campo Azul 1940 blanco,,,Liquor,1
menuItem,PATIO DRINKS,Tequila,Blanco,Corralejo Blanco,,,Liquor,1
menuItem,PATIO DRINKS,Tequila,Blanco,Don Julio Blanco,,,Liquor,21
menuItem,PATIO DRINKS,Tequila,Blanco,El Tesoro Blanco,,,Liquor,4
menuItem,PATIO DRINKS,Tequila,Blanco,Espolon Blanco,,,Liquor,3
menuItem,PATIO DRINKS,Tequila,Blanco,Fortaleza Blanco,,,Liquor,17
menuItem,PATIO DRINKS,Tequila,Blanco,G4 Blanco,,,Liquor,4
menuItem,PATIO DRINKS,Tequila,Blanco,Lalo Blanco,,,Liquor,2
menuItem,PATIO DRINKS,Tequila,Blanco,Siete Leguas Blanco,,,Liquor,5
menuItem,PATIO DRINKS,Tequila,Blanco,Tapatio Blanco,,,Liquor,2
menuItem,PATIO DRINKS,Tequila,Blanco,Tequila Ocho Plata,,,Liquor,7
,PATIO DRINKS,Tequila,Reposado,,,,,49
menuItem,PATIO DRINKS,Tequila,Reposado,Well Tequila Reposado,,,Liquor,9
menuItem,PATIO DRINKS,Tequila,Reposado,Calle 23 Reposado,,,Liquor,2
menuItem,PATIO DRINKS,Tequila,Reposado,Don Julio Reposado,,,Liquor,4
menuItem,PATIO DRINKS,Tequila,Reposado,El Tesoro Reposado,,,Liquor,4
menuItem,PATIO DRINKS,Tequila,Reposado,Espolon Reposado,,,Liquor,5
menuItem,PATIO DRINKS,Tequila,Reposado,Excellia Reposado,,,Liquor,1
menuItem,PATIO DRINKS,Tequila,Reposado,Fortaleza Reposado,,,Liquor,1
menuItem,PATIO DRINKS,Tequila,Reposado,G4 Reposado,,,Liquor,6
menuItem,PATIO DRINKS,Tequila,Reposado,Pueblo Viejo Reposado,,,Liquor,2
menuItem,PATIO DRINKS,Tequila,Reposado,Siete Leguas Reposado,,,Liquor,6
menuItem,PATIO DRINKS,Tequila,Reposado,Tequila Ocho Reposado,,,Liquor,9
,PATIO DRINKS,Tequila,Anejo,,,,,13
menuItem,PATIO DRINKS,Tequila,Anejo,ArteNOM Anejo,,,Liquor,2
menuItem,PATIO DRINKS,Tequila,Anejo,Casa Noble Anejo,,,Liquor,1
menuItem,PATIO DRINKS,Tequila,Anejo,Excellia Anejo,,,Liquor,1
menuItem,PATIO DRINKS,Tequila,Anejo,Fortaleza Anejo,,,Liquor,0
menuItem,PATIO DRINKS,Tequila,Anejo,Siete Leguas Anejo,,,Liquor,5
menuItem,PATIO DRINKS,Tequila,Anejo,Tequila Ocho Anejo,,,Liquor,4
,PATIO DRINKS,Mezcal,,,,,,108
menuItem,PATIO DRINKS,Mezcal,,Well Mezcal Rayu,,,Liquor,27
menuItem,PATIO DRINKS,Mezcal,,Amaras Espadin,,,Liquor,5
menuItem,PATIO DRINKS,Mezcal,,Amaras Verde Momento,,,Liquor,2
menuItem,PATIO DRINKS,Mezcal,,Aqara Agave de los Andes Plateado,,,Liquor,4
menuItem,PATIO DRINKS,Mezcal,,Banhez Tepeztate,,,Liquor,2
menuItem,PATIO DRINKS,Mezcal,,Del Maguey Chichicapa,,,Liquor,1
menuItem,PATIO DRINKS,Mezcal,,Del Maguey Minero,,,Liquor,2
menuItem,PATIO DRINKS,Mezcal,,Del Maguey San Luis,,,Liquor,1
menuItem,PATIO DRINKS,Mezcal,,Del Maguey Vida Espadin,,,Liquor,2
menuItem,PATIO DRINKS,Mezcal,,Don Amado Rustico,,,Liquor,6
menuItem,PATIO DRINKS,Mezcal,,Don Mateo Cupreata,,,Liquor,1
menuItem,PATIO DRINKS,Mezcal,,El Mero Mero Espadin,,,Liquor,1
menuItem,PATIO DRINKS,Mezcal,,Espina Negra Tepeztate,,,Liquor,3
menuItem,PATIO DRINKS,Mezcal,,Espina Negra Tobala,,,Liquor,1
menuItem,PATIO DRINKS,Mezcal,,Fidencio Tobalá,,,Liquor,2
menuItem,PATIO DRINKS,Mezcal,,La Jicarita Pechuga,,,Liquor,1
menuItem,PATIO DRINKS,Mezcal,,Madre Espadin y Cuixe Artesanal,,,Liquor,2
menuItem,PATIO DRINKS,Mezcal,,Montelobos,,,Liquor,1
menuItem,PATIO DRINKS,Mezcal,,Montelobos Tobala,,,Liquor,3
menuItem,PATIO DRINKS,Mezcal,,Nuestra Soledad Santiago Matalan,,,Liquor,1
menuItem,PATIO DRINKS,Mezcal,,Rey Campero Espadin,,,Liquor,1
menuItem,PATIO DRINKS,Mezcal,,Rey Campero Jabalî,,,Liquor,4
menuItem,PATIO DRINKS,Mezcal,,Rey Campero Madre Cuishe,,,Liquor,3
menuItem,PATIO DRINKS,Mezcal,,Rey Campero Mexicano,,,Liquor,3
menuItem,PATIO DRINKS,Mezcal,,Siete Misterios,,,Liquor,7
menuItem,PATIO DRINKS,Mezcal,,Sotol Añejo,,,Liquor,1
menuItem,PATIO DRINKS,Mezcal,,Sotol Reposado,,,Liquor,2
menuItem,PATIO DRINKS,Mezcal,,Tepua Bacanora,,,Liquor,1
menuItem,PATIO DRINKS,Mezcal,,Vago Cuixe,,,Liquor,1
menuItem,PATIO DRINKS,Mezcal,,Vago Elote,,,Liquor,2
menuItem,PATIO DRINKS,Mezcal,,Vago Espadín,,,Liquor,4
menuItem,PATIO DRINKS,Mezcal,,Vago Madre Cuixe,,,Liquor,4
menuItem,PATIO DRINKS,Mezcal,,Yuu Baal Pechuga,,,Liquor,3
menuItem,PATIO DRINKS,Mezcal,,Yoowe Palmilla,,,Liquor,4
,PATIO DRINKS,Flights,,,,,,80
menuItem,PATIO DRINKS,Flights,,La Altena Distillery Highland Flight,,,Liquor,14
menuItem,PATIO DRINKS,Flights,,Producciónchiquito Flight,,,Liquor,22
menuItem,PATIO DRINKS,Flights,,Maguey Espadin Flight,,,Liquor,26
menuItem,PATIO DRINKS,Flights,,Pa'El Viajero Flight,,,Liquor,18
,PATIO DRINKS,NA Beverages,,,,,,728.5
menuItem,PATIO DRINKS,NA Beverages,,Agua Fresca Hibiscus Limeade,,,NA Beverage,167
menuItem,PATIO DRINKS,NA Beverages,,Agua Fresca Horchata,,,NA Beverage,99
menuItem,PATIO DRINKS,NA Beverages,,Agua Fresca Watermelon mint,,,NA Beverage,90.5
menuItem,PATIO DRINKS,NA Beverages,,Agua Fresca Orange Pineapple Ginger,,,NA Beverage,38
menuItem,PATIO DRINKS,NA Beverages,,Diet Coke,,,NA Beverage,112
menuItem,PATIO DRINKS,NA Beverages,,Coke,,,NA Beverage,58
menuItem,PATIO DRINKS,NA Beverages,,Q Tonic Water,,,NA Beverage,8
menuItem,PATIO DRINKS,NA Beverages,,Q Club Soda,,,NA Beverage,35
menuItem,PATIO DRINKS,NA Beverages,,Q Ginger Beer,,,NA Beverage,11
menuItem,PATIO DRINKS,NA Beverages,,Grapefruit Juice,,,NA Beverage,2
menuItem,PATIO DRINKS,NA Beverages,,Virgin Mojito,,,NA Beverage,3
menuItem,PATIO DRINKS,NA Beverages,,Virgin Margarita,,,NA Beverage,23
menuItem,PATIO DRINKS,NA Beverages,,Sangrita Amarilla,,,NA Beverage,3
menuItem,PATIO DRINKS,NA Beverages,,Proyecto Diaz Coffee,,,NA Beverage,46
menuItem,PATIO DRINKS,NA Beverages,,Teance Hot Tea,,,NA Beverage,22
menuItem,PATIO DRINKS,NA Beverages,,Limeade,,,NA Beverage,11
,PATIO DRINKS,Draft Beer,,,,,,937
menuItem,PATIO DRINKS,Draft Beer,,Fieldwork IPA 10oz,,,Beer,26
menuItem,PATIO DRINKS,Draft Beer,,Fieldwork IPA 16oz,,,Beer,235
menuItem,PATIO DRINKS,Draft Beer,,Dad Pants Pilsner 10oz.,,,Beer,33
menuItem,PATIO DRINKS,Draft Beer,,Dad Pants Pilsner 16oz.,,,Beer,186
menuItem,PATIO DRINKS,Draft Beer,,Coal Shed Stout 10oz,,,Beer,8
menuItem,PATIO DRINKS,Draft Beer,,Coal Shed Stout 16oz,,,Beer,30
menuItem,PATIO DRINKS,Draft Beer,,Blossom Bliss 16oz,,,Beer,25
menuItem,PATIO DRINKS,Draft Beer,,Blossom Bliss 10oz,,,Beer,4
menuItem,PATIO DRINKS,Draft Beer,,The 21ers Black Lager 10oz,,,Beer,1
menuItem,PATIO DRINKS,Draft Beer,,Low Motion 10oz,,,Beer,7
menuItem,PATIO DRINKS,Draft Beer,,Low Motion 16oz,,,Beer,49
menuItem,PATIO DRINKS,Draft Beer,,Socks & Sandals Hazy IPA 10oz,,,Beer,13
menuItem,PATIO DRINKS,Draft Beer,,Socks & Sandals Hazy IPA 16oz,,,Beer,97
menuItem,PATIO DRINKS,Draft Beer,,Morena Mia Lager 10oz,,,Beer,21
menuItem,PATIO DRINKS,Draft Beer,,Morena Mia Lager 16oz,,,Beer,95
menuItem,PATIO DRINKS,Draft Beer,,Fathers American Lager 10oz,,,Beer,11
menuItem,PATIO DRINKS,Draft Beer,,Fathers American Lager 16oz,,,Beer,57
menuItem,PATIO DRINKS,Draft Beer,,Kookslayer Amber ale 10oz,,,Beer,1
menuItem,PATIO DRINKS,Draft Beer,,Kookslayer Amber ale 16oz,,,Beer,4
menuItem,PATIO DRINKS,Draft Beer,,Euphoria Hazy Pale Ale 10oz,,,Beer,5
menuItem,PATIO DRINKS,Draft Beer,,Euphoria Hazy Pale Ale 16oz,,,Beer,29
,PATIO DRINKS,Bottled Beer,,,,,,182
menuItem,PATIO DRINKS,Bottled Beer,,Modelo,,,Beer,87
menuItem,PATIO DRINKS,Bottled Beer,,Fieldwork N/A,,,Beer,54
menuItem,PATIO DRINKS,Bottled Beer,,Bohemia,,,Beer,38
menuItem,PATIO DRINKS,Bottled Beer,,Fieldwork Can,,,Beer,2
menuItem,PATIO DRINKS,Bottled Beer,,Humble Sea Can,,,Beer,1
,PATIO DRINKS,Wine Glass,,,,,,461.5
menuItem,PATIO DRINKS,Wine Glass,,Gls Jane Ventura Cava,,,Wine,17
menuItem,PATIO DRINKS,Wine Glass,,Gls Prosecco,,,Wine,17
menuItem,PATIO DRINKS,Wine Glass,,Gls Haut Bourg Rose,,,Wine,46
menuItem,PATIO DRINKS,Wine Glass,,Gls Ariddu Grillo,,,Wine,36
menuItem,PATIO DRINKS,Wine Glass,,Gls Bennet Valley Chard,,,Wine,53.5
menuItem,PATIO DRINKS,Wine Glass,,Gls Francois Chidaine Sauv Blanc,,,Wine,92
menuItem,PATIO DRINKS,Wine Glass,,Gls Monte Pio Albariño,,,Wine,33
menuItem,PATIO DRINKS,Wine Glass,,Gls Sinegal Cab,,,Wine,37
menuItem,PATIO DRINKS,Wine Glass,,Gls Argyle Pinot Noir,,,Wine,60
menuItem,PATIO DRINKS,Wine Glass,,Gls Iriarte Tempranillo,,,Wine,28
menuItem,PATIO DRINKS,Wine Glass,,Gls State Street Syrah,,,Wine,29
menuItem,PATIO DRINKS,Wine Glass,,Gls Malcaracter Tempranillo,,,Wine,13
,PATIO DRINKS,Wine Bottle,,,,,,53
menuItem,PATIO DRINKS,Wine Bottle,,CORKAGE,,,Wine,4
menuItem,PATIO DRINKS,Wine Bottle,,Btl Cantina Da Pra Prosecco,,,Wine,15
menuItem,PATIO DRINKS,Wine Bottle,,Btl Jane Ventura Cava,,,Wine,7
menuItem,PATIO DRINKS,Wine Bottle,,Btl Grolleau Rose,,,Wine,1
menuItem,PATIO DRINKS,Wine Bottle,,Btl Ariddu Grillo,,,Wine,2
menuItem,PATIO DRINKS,Wine Bottle,,Btl Bennet Valley Chard,,,Wine,7
menuItem,PATIO DRINKS,Wine Bottle,,Btl Monte Pio Albariño,,,Wine,1
menuItem,PATIO DRINKS,Wine Bottle,,Btl Francois Chidaine Sauv Blanc,,,Wine,7
menuItem,PATIO DRINKS,Wine Bottle,,Btl Argyle Pinot Noir,,,Wine,5
menuItem,PATIO DRINKS,Wine Bottle,,Btl Sinegal Cabernet,,,Wine,3
menuItem,PATIO DRINKS,Wine Bottle,,Btl State Street Syrah,,,Wine,1
,PATIO DRINKS,Brandy,,,,,,2
menuItem,PATIO DRINKS,Brandy,,Raynal Brandy,,,Liquor,2
,PATIO DRINKS,Gin,,,,,,56
menuItem,PATIO DRINKS,Gin,,Well Gin City of London,,,Liquor,37
menuItem,PATIO DRINKS,Gin,,Hendricks,,,Liquor,13
menuItem,PATIO DRINKS,Gin,,Tanqueray,,,Liquor,2
menuItem,PATIO DRINKS,Gin,,St. George Dry Rye,,,Liquor,1
menuItem,PATIO DRINKS,Gin,,St. George Botanivore,,,Liquor,2
menuItem,PATIO DRINKS,Gin,,Monterey Pine Gin,,,Liquor,1
,PATIO DRINKS,Liquers,,,,,,12
menuItem,PATIO DRINKS,Liquers,,Aperol,,,Liquor,4
menuItem,PATIO DRINKS,Liquers,,Chartreuse Yellow,,,Liquor,7
menuItem,PATIO DRINKS,Liquers,,Grand Marnier,,,Liquor,1
,PATIO DRINKS,Rum,,,,,,18
menuItem,PATIO DRINKS,Rum,,Well Rum Royal Standards,,,Liquor,10
menuItem,PATIO DRINKS,Rum,,Plantation Pineapple Rum,,,Liquor,1
menuItem,PATIO DRINKS,Rum,,Bacardi Black,,,Liquor,3
menuItem,PATIO DRINKS,Rum,,Diplomatico Reserva,,,Liquor,4
,PATIO DRINKS,Scotch,,,,,,8
menuItem,PATIO DRINKS,Scotch,,Highland Park,,,Liquor,1
menuItem,PATIO DRINKS,Scotch,,Johnnie Walker Black Label,,,Liquor,2
menuItem,PATIO DRINKS,Scotch,,Macallan 12,,,Liquor,2
menuItem,PATIO DRINKS,Scotch,,Dalmore 12,,,Liquor,3
,PATIO DRINKS,Vodka,,,,,,61
menuItem,PATIO DRINKS,Vodka,,Grey Goose,,,Liquor,21
menuItem,PATIO DRINKS,Vodka,,Ketel One,,,Liquor,9
menuItem,PATIO DRINKS,Vodka,,St. George Green Chili,,,Liquor,0
menuItem,PATIO DRINKS,Vodka,,Well Vodka Rigby,,,Liquor,30
menuItem,PATIO DRINKS,Vodka,,All Purpose Vodka,,,Liquor,1
,PATIO DRINKS,Whiskey,,,,,,48.5
menuItem,PATIO DRINKS,Whiskey,,Crown Royal,,,Liquor,4
menuItem,PATIO DRINKS,Whiskey,,Jack Daniels,,,Liquor,6
menuItem,PATIO DRINKS,Whiskey,,Jameson,,,Liquor,24.5
menuItem,PATIO DRINKS,Whiskey,,Maker’s Mark,,,Liquor,14
,PATIO DRINKS,Drink Tickets,,,,,,10
menuItem,PATIO DRINKS,Drink Tickets,,Drink Ticket - BEER,,,Beer,4
menuItem,PATIO DRINKS,Drink Tickets,,Drink Ticket - COCKTAIL,,,Liquor,6
,COMAL NEXT DOOR,,,,,,,8749
,COMAL NEXT DOOR,Burritos,,,,,,2137
menuItem,COMAL NEXT DOOR,Burritos,,CHORIZO BURRITO,,,Burritos,111
menuItem,COMAL NEXT DOOR,Burritos,,CHICKEN BURRITO,,,Burritos,523
menuItem,COMAL NEXT DOOR,Burritos,,CARNITAS BURRITO,,,Burritos,223
menuItem,COMAL NEXT DOOR,Burritos,,RELLENO BURRITO,,,Burritos,157
menuItem,COMAL NEXT DOOR,Burritos,,BEAN & CHEESE BURRITO,,,Burritos,279
menuItem,COMAL NEXT DOOR,Burritos,,MUSHROOM AND SPINACH BURRITO,,,Burritos,61
menuItem,COMAL NEXT DOOR,Burritos,,VEGGIE BURRITO,,,Burritos,182
menuItem,COMAL NEXT DOOR,Burritos,,BEEF BURRITO,,,Burritos,181
menuItem,COMAL NEXT DOOR,Burritos,,AL PASTOR BURRITO,,,Burritos,179
menuItem,COMAL NEXT DOOR,Burritos,,TOFU BURRITO,,,Burritos,131
menuItem,COMAL NEXT DOOR,Burritos,,CARNE ASADA STEAK BURRITO,,,Burritos,110
,COMAL NEXT DOOR,Bowl,,,,,,888
menuItem,COMAL NEXT DOOR,Bowl,,CHORIZO BOWL,,,Bowl,31
menuItem,COMAL NEXT DOOR,Bowl,,CHICKEN BOWL,,,Bowl,277
menuItem,COMAL NEXT DOOR,Bowl,,CARNITAS BOWL,,,Bowl,91
menuItem,COMAL NEXT DOOR,Bowl,,VEGGIE BOWL,,,Bowl,102
menuItem,COMAL NEXT DOOR,Bowl,,MUSHROOM AND SPINACH BOWL,,,Bowl,54
menuItem,COMAL NEXT DOOR,Bowl,,BEEF BOWL,,,Bowl,73
menuItem,COMAL NEXT DOOR,Bowl,,AL PASTOR BOWL,,,Bowl,73
menuItem,COMAL NEXT DOOR,Bowl,,RELLENO BOWL,,,Bowl,69
menuItem,COMAL NEXT DOOR,Bowl,,TOFU BOWL,,,Bowl,72
menuItem,COMAL NEXT DOOR,Bowl,,CARNE ASADA STEAK BOWL,,,Bowl,46
,COMAL NEXT DOOR,Tacos,,,,,,1858
menuItem,COMAL NEXT DOOR,Tacos,,CHICKEN TACO,,,Tacos,487
menuItem,COMAL NEXT DOOR,Tacos,,CARNITAS TACO,,,Tacos,341
menuItem,COMAL NEXT DOOR,Tacos,,VEGGIE TACO,,,Tacos,136
menuItem,COMAL NEXT DOOR,Tacos,,MUSHROOM AND SPINACH TACO,,,Tacos,106
menuItem,COMAL NEXT DOOR,Tacos,,BEEF TACO,,,Tacos,221
menuItem,COMAL NEXT DOOR,Tacos,,AL PASTOR TACO,,,Tacos,301
menuItem,COMAL NEXT DOOR,Tacos,,TOFU TACO,,,Tacos,69
menuItem,COMAL NEXT DOOR,Tacos,,CARNE ASADA STEAK TACO,,,Tacos,197
,COMAL NEXT DOOR,Tortas,,,,,,222
menuItem,COMAL NEXT DOOR,Tortas,,FRIED CHICKEN TORTA,,,Tortas,149
menuItem,COMAL NEXT DOOR,Tortas,,ALBONDIGAS TORTA,,,Tortas,21
menuItem,COMAL NEXT DOOR,Tortas,,MOLLETE,,,Tortas,26
menuItem,COMAL NEXT DOOR,Tortas,,TORTA AL GUSTO,,,Tortas,26
,COMAL NEXT DOOR,Mas,,,,,,1288
menuItem,COMAL NEXT DOOR,Mas,,NEXT DOOR SALAD,,,Mas,196
menuItem,COMAL NEXT DOOR,Mas,,JUAREZ SALAD,,,Mas,72
menuItem,COMAL NEXT DOOR,Mas,,CHIPS & SALSAS,,,Mas,262
menuItem,COMAL NEXT DOOR,Mas,,"CHIPS, SALSAS & GUAC",,,Mas,355
menuItem,COMAL NEXT DOOR,Mas,,ELOTE,,,Mas,15
menuItem,COMAL NEXT DOOR,Mas,,RICE & BEANS,,,Mas,77
menuItem,COMAL NEXT DOOR,Mas,,MINI-QUESADILLAS,,,Mas,56
menuItem,COMAL NEXT DOOR,Mas,,CHILE RELLENO,,,Mas,25
menuItem,COMAL NEXT DOOR,Mas,,BOTTLE OF HOUSEMADE HABANERO-CARROT HOT SAUCE,,,Mas,7
menuItem,COMAL NEXT DOOR,Mas,,SIDE ESCABECHE,,,Mas,4
menuItem,COMAL NEXT DOOR,Mas,,SIDE OF BEANS,,,Mas,33
menuItem,COMAL NEXT DOOR,Mas,,SIDE OF CREMA,,,Mas,9
menuItem,COMAL NEXT DOOR,Mas,,SIDE OF GUAC,,,Mas,86
menuItem,COMAL NEXT DOOR,Mas,,SIDE OF RICE,,,Mas,13
menuItem,COMAL NEXT DOOR,Mas,,SIDE OF SALSA,,,Mas,9
menuItem,COMAL NEXT DOOR,Mas,,SIDE OF TORTILLAS,,,Mas,22
menuItem,COMAL NEXT DOOR,Mas,,Open Food,,,Mas,41
menuItem,COMAL NEXT DOOR,Mas,,Side of Avocado,,,Mas,2
menuItem,COMAL NEXT DOOR,Mas,,SIDE OF PICO,,,Mas,4
,COMAL NEXT DOOR,SPECIALS,,,,,,719
menuItem,COMAL NEXT DOOR,SPECIALS,,Caldo de Pollo,,,Mas,17
menuItem,COMAL NEXT DOOR,SPECIALS,,Caldo Tlapeno,,,Mas,22
menuItem,COMAL NEXT DOOR,SPECIALS,,Chicken Tinga Tostadas,,,Mas,20
menuItem,COMAL NEXT DOOR,SPECIALS,,Churros,,,Mas,29
menuItem,COMAL NEXT DOOR,SPECIALS,,Enchilada Suizas,,,Mas,35
menuItem,COMAL NEXT DOOR,SPECIALS,,Enmoladas,,,Mas,20
menuItem,COMAL NEXT DOOR,SPECIALS,,Gordita,,,Mas,14
menuItem,COMAL NEXT DOOR,SPECIALS,,Make it Wet! Burrito,,,Mas,1
menuItem,COMAL NEXT DOOR,SPECIALS,,NACHOS,,,Mas,43
menuItem,COMAL NEXT DOOR,SPECIALS,,Pibil Tacos,,,Mas,27
menuItem,COMAL NEXT DOOR,SPECIALS,,POZOLE ROJO PORK,,,Mas,28
menuItem,COMAL NEXT DOOR,SPECIALS,,Quesabirria Tacos,,,Mas,24
menuItem,COMAL NEXT DOOR,SPECIALS,,Shrimp & Cheese EMPANADAS,,,Mas,20
menuItem,COMAL NEXT DOOR,SPECIALS,,Sopa Azteca,,,Mas,23
menuItem,COMAL NEXT DOOR,SPECIALS,,Sopa de Albondigas,,,Mas,16
menuItem,COMAL NEXT DOOR,SPECIALS,,Sopa Tarasca,,,Mas,6
menuItem,COMAL NEXT DOOR,SPECIALS,,SUPER QUESADILLA,,,Mas,110
menuItem,COMAL NEXT DOOR,SPECIALS,,TACOS DORADOS,,,Mas,59
menuItem,COMAL NEXT DOOR,SPECIALS,,Torta Ahogado,,,Mas,3
menuItem,COMAL NEXT DOOR,SPECIALS,,Torta di Milanesa,,,Mas,13
menuItem,COMAL NEXT DOOR,SPECIALS,,Chicken Pozole Blanco,,,Mas,20
menuItem,COMAL NEXT DOOR,SPECIALS,,Mexican Lime Carlota,,,Mas,60
menuItem,COMAL NEXT DOOR,SPECIALS,,CARNE ASADA STEAK TACO,,,Mas,66
menuItem,COMAL NEXT DOOR,SPECIALS,,CARNE ASADA STEAK BURRITO,,,Mas,35
menuItem,COMAL NEXT DOOR,SPECIALS,,CARNE ASADA STEAK BOWL,,,Mas,8
,COMAL NEXT DOOR,Dessert,,,,,,213
menuItem,COMAL NEXT DOOR,Dessert,,MATT'S CHOCOLATE CHUNK COOKIE,,,Dessert,149
menuItem,COMAL NEXT DOOR,Dessert,,CORNMEAL SHORTBREAD COOKIE W/LIME ZEST,,,Dessert,64
,COMAL NEXT DOOR,Beer,,,,,,217
menuItem,COMAL NEXT DOOR,Beer,,Lagunitas IPA,,,Beer,49
menuItem,COMAL NEXT DOOR,Beer,,Modelo,,,Beer,99
menuItem,COMAL NEXT DOOR,Beer,,Por Que No?,,,Beer,49
menuItem,COMAL NEXT DOOR,Beer,,Tendu Dunnigan Hills Rosé,,,Beer,10
menuItem,COMAL NEXT DOOR,Beer,,tendu dunnigan hills rosé,,,Beer,10
,COMAL NEXT DOOR,Agua Fresca,,,,,,492
menuItem,COMAL NEXT DOOR,Agua Fresca,,HIBISCUS LEMONADE,,,NA Beverage,156
menuItem,COMAL NEXT DOOR,Agua Fresca,,HORCHATA,,,NA Beverage,154
menuItem,COMAL NEXT DOOR,Agua Fresca,,ORANGE PINEAPPLE GINGER,,,NA Beverage,108
menuItem,COMAL NEXT DOOR,Agua Fresca,,WATERMELON MINT,,,NA Beverage,74
,COMAL NEXT DOOR,Soda,,,,,,586
menuItem,COMAL NEXT DOOR,Soda,,Diet Coke,,,NA Beverage,201
menuItem,COMAL NEXT DOOR,Soda,,Can Coke,,,NA Beverage,127
menuItem,COMAL NEXT DOOR,Soda,,Squirt,,,NA Beverage,32
menuItem,COMAL NEXT DOOR,Soda,,La Croix,,,NA Beverage,174
menuItem,COMAL NEXT DOOR,Soda,,Sprite,,,NA Beverage,52
,COMAL NEXT DOOR,COCKTAILS,,,,,,85
menuItem,COMAL NEXT DOOR,COCKTAILS,,MARGARITA (16oz),,,Liquor,58
menuItem,COMAL NEXT DOOR,COCKTAILS,,JACK SATAN (16oz),,,Liquor,15
menuItem,COMAL NEXT DOOR,COCKTAILS,,PALOMAESQUE (16oz) Exclusive,,,Liquor,12
,COMAL NEXT DOOR,CATERING (Requires 24 hours notice),,,,,,15
menuItem,COMAL NEXT DOOR,CATERING (Requires 24 hours notice),,BURRITO BOWL KIT,,,Catering,1
menuItem,COMAL NEXT DOOR,CATERING (Requires 24 hours notice),,TACO BAR KIT,,,Catering,2
menuItem,COMAL NEXT DOOR,CATERING (Requires 24 hours notice),,NEXT DOOR SALAD,,,Catering,1
menuItem,COMAL NEXT DOOR,CATERING (Requires 24 hours notice),,RED RICE,,,Catering,1
menuItem,COMAL NEXT DOOR,CATERING (Requires 24 hours notice),,FRESH CHIPS & TWO SALSAS,,,Catering,2
menuItem,COMAL NEXT DOOR,CATERING (Requires 24 hours notice),,HOUSEMADE TORTILLA CHIPS - 1 lb.,,,Catering,1
menuItem,COMAL NEXT DOOR,CATERING (Requires 24 hours notice),,SIDE OF 20 CORN TORTILLAS,,,Catering,4
menuItem,COMAL NEXT DOOR,CATERING (Requires 24 hours notice),,SIDE OF SALSA,,,Catering,2
menuItem,COMAL NEXT DOOR,CATERING (Requires 24 hours notice),,CORNMEAL-LIME SHORTBREAD COOKIES,,,Catering,1
,COMAL NEXT DOOR,CENAS TELEVISIONES,,,,,,29
menuItem,COMAL NEXT DOOR,CENAS TELEVISIONES,,Frozen CHICKEN ENCHILADAS W/SALSA VERDE,,,Food,11
menuItem,COMAL NEXT DOOR,CENAS TELEVISIONES,,"Frozen CORN, POTATO & CHARD ENCHILADAS",,,Food,6
menuItem,COMAL NEXT DOOR,CENAS TELEVISIONES,,Frozen CHICKEN TAMALE W/MOLE NEGRO,,,Food,8
menuItem,COMAL NEXT DOOR,CENAS TELEVISIONES,,"Frozen CORN, RAJAS & ZUCCHINI TAMALE",,,Food,4
,COMAL NEXT DOOR ONLINE,,,,,,,0
,COMAL NEXT DOOR ONLINE,BURRITOS,,,,,,0
menuItem,COMAL NEXT DOOR ONLINE,BURRITOS,,BEAN & CHEESE BURRITO,,,Burritos,0
,RETAIL,,,,,,,0
,RETAIL,Donation,,,,,,0
menuItem,RETAIL,Donation,,Donation,,,Retail,1
,CATERING,,,,,,,406
,CATERING,THANKSGIVING,,,,,,44
menuItem,CATERING,THANKSGIVING,,THANKSGIVING TURKEY DINNER (serves 8-10),,,Catering,41
menuItem,CATERING,THANKSGIVING,,TAMALES,,,Catering,3
,CATERING,APPETIZERS,,,,,,45
